,time,open,close,highest,lowest,volume,amount,market_name
0,1552003200,0.00000609,0.00000589,0.0000064,0.00000589,2259491.86847094,14.0890224971181701,BTTBCH
1,1552089600,0.00000561,0.0000056,0.00000596,0.00000556,196832.72754085,1.106742501016433,BTTBCH
2,1552176000,0.00000556,0.00000556,0.00000556,0.00000556,18936.69,0.1052879964,BTTBCH
3,1552262400,0.0000056,0.0000058,0.00000643,0.0000056,803481.80787759,4.9812407040431281,BTTBCH
4,1552348800,0.00000584,0.00000586,0.00000637,0.0000058,125225.2827354,0.7279264735711592,BTTBCH
5,1552435200,0.00000591,0.00000586,0.0000061,0.00000586,1454140.42637148,8.61302907988765,BTTBCH
6,1552521600,0.0000058,0.00000525,0.0000059,0.00000451,410399.84923889,2.1543457608278224,BTTBCH
7,1552608000,0.00000522,0.00000509,0.000006,0.00000499,700020.45055831,3.7884474332048243,BTTBCH
8,1552694400,0.00000511,0.00000499,0.00000546,0.00000471,410687.13630897,1.982622522858943,BTTBCH
9,1552780800,0.00000546,0.00000565,0.00000579,0.00000525,121504.27090653,0.673823795624604,BTTBCH
10,1552867200,0.00000567,0.00000487,0.00000606,0.00000484,907410.76979777,4.6535595021740525,BTTBCH
11,1552953600,0.00000486,0.00000486,0.00000486,0.00000486,1108.97296789,0.0053896086239454,BTTBCH
12,1553040000,0.00000487,0.00000488,0.00000488,0.00000487,860.53613388,0.0041908163234095,BTTBCH
13,1553126400,0.0000052,0.00000512,0.00000568,0.000005,49843.58804023,0.2664089060007553,BTTBCH
14,1553212800,0.00000512,0.00000517,0.00000519,0.00000511,102461.48431661,0.5246028602807288,BTTBCH
15,1553299200,0.00000516,0.000005,0.00000518,0.00000455,2470249.76468757,12.2670776096473227,BTTBCH
16,1553385600,0.00000503,0.00000486,0.00000504,0.00000479,559897.30463164,2.7501601220680069,BTTBCH
17,1553472000,0.00000471,0.0000048,0.0000049,0.0000047,326170.62844125,1.5473386242159202,BTTBCH
18,1553558400,0.0000048,0.00000471,0.00000508,0.00000471,551355.07938718,2.6990416218079886,BTTBCH
19,1553644800,0.0000047,0.0000045,0.00000499,0.0000045,908411.51851529,4.1563476796023571,BTTBCH
20,1553731200,0.0000043,0.00000431,0.00000492,0.00000429,664536.9927666,3.0749381003069643,BTTBCH
21,1553817600,0.00000463,0.00000472,0.00000539,0.00000429,18581.78164905,0.0804810599172625,BTTBCH
22,1553904000,0.00000472,0.00000439,0.00000531,0.00000433,522984.46749661,2.343280552427284,BTTBCH
23,1553990400,0.00000441,0.00000441,0.00000441,0.00000441,75.62901868,0.0003335239723788,BTTBCH
24,1554076800,0.00000442,0.00000454,0.00000458,0.00000442,8422.17485324,0.0382930517029504,BTTBCH
25,1554163200,0.00000454,0.00000354,0.00000506,0.000003,464699.09790092,2.0233320528287279,BTTBCH
26,1554249600,0.00000325,0.00000263,0.00000417,0.00000228,1346325.91365755,3.6775115440515711,BTTBCH
27,1554336000,0.00000259,0.00000282,0.00000332,0.00000256,447985.55866576,1.1812660269537866,BTTBCH
28,1554422400,0.00000267,0.0000027,0.00000282,0.00000242,234441.88658438,0.6293556268625372,BTTBCH
29,1554508800,0.0000027,0.00000258,0.00000333,0.0000025,5143.45744374,0.0137307997197576,BTTBCH
30,1554595200,0.00000261,0.00000262,0.00000262,0.00000261,6422.39577666,0.0168237899999833,BTTBCH
31,1554681600,0.00000262,0.00000261,0.00000262,0.00000261,22515.59277469,0.0589224544055657,BTTBCH
32,1554768000,0.00000242,0.00000242,0.00000242,0.00000242,22700.68759396,0.0549356639773832,BTTBCH
33,1554854400,0.00000235,0.0000024,0.0000024,0.00000235,11697.90927645,0.0279895867996575,BTTBCH
34,1554940800,0.00000257,0.00000258,0.00000258,0.00000257,127613.59797317,0.3291430827707786,BTTBCH
35,1555027200,0.00000258,0.00000266,0.0000035,0.00000258,2660788.71450706,7.4385330048801187,BTTBCH
36,1555113600,0.00000266,0.00000274,0.00000274,0.00000266,4954.42503462,0.0131788839933556,BTTBCH
37,1555200000,0.00000274,0.00000281,0.00000281,0.00000274,1792860.16655338,5.0058406789732336,BTTBCH
38,1555286400,0.00000239,0.00000239,0.00000259,0.0000023,1278141.94021507,3.210923590204781,BTTBCH
39,1555372800,0.00000239,0.00000233,0.00000239,0.00000233,59.14772531,0.0001378585999717,BTTBCH
40,1555459200,0.00000233,0.00000233,0.00000233,0.00000233,0,0,BTTBCH
41,1555545600,0.00000233,0.00000202,0.00000233,0.00000202,471.36017996,0.0010953615592408,BTTBCH
42,1555632000,0.00000202,0.00000203,0.00000203,0.00000202,4675.33518204,0.0094897943157828,BTTBCH
43,1555718400,0.00000203,0.00000203,0.00000203,0.00000203,0,0,BTTBCH
44,1555804800,0.00000203,0.00000203,0.00000203,0.00000203,0,0,BTTBCH
45,1555891200,0.00000203,0.00000203,0.00000203,0.00000203,301.56180334,0.0006121704607802,BTTBCH
46,1555977600,0.00000203,0.00000203,0.00000203,0.00000203,2.63038816,0.0000053396879648,BTTBCH
47,1556064000,0.00000205,0.00000205,0.00000205,0.00000205,0.57162233,0.0000011718257765,BTTBCH
48,1556150400,0.00000205,0.00000205,0.00000205,0.00000205,132.07966922,0.000270763321901,BTTBCH
49,1556236800,0.00000245,0.00000247,0.00000247,0.00000245,440548.83673469,1.0871699899999905,BTTBCH
50,1556323200,0.00000247,0.0000025,0.0000025,0.00000245,70883.70437172,0.1768832564048408,BTTBCH
51,1556409600,0.0000025,0.0000025,0.0000025,0.0000025,58.34931759,0.000145873293975,BTTBCH
52,1556496000,0.0000025,0.00000266,0.00000266,0.0000025,53375.84194765,0.141900404869125,BTTBCH
53,1556582400,0.00000251,0.00000251,0.00000251,0.00000251,16.43233082,0.0000412451503582,BTTBCH
54,1556668800,0.00000231,0.00000232,0.00000232,0.00000231,352326.9597,0.816162311385,BTTBCH
55,1556755200,0.00000226,0.00000236,0.00000255,0.00000226,7352899.06838866,17.3009500946437815,BTTBCH
56,1556841600,0.00000236,0.00000212,0.00000236,0.00000211,10548478.20798421,23.4703699654859988,BTTBCH
57,1556928000,0.00000215,0.00000205,0.00000215,0.00000205,99475.01084262,0.2099018396671505,BTTBCH
58,1557014400,0.00000211,0.00000206,0.00000213,0.00000195,7290544.17313672,15.0045786542146566,BTTBCH
59,1557100800,0.00000206,0.00000208,0.00000219,0.00000196,8625889.16473242,17.9334871622249998,BTTBCH
60,1557187200,0.00000208,0.00000207,0.00000221,0.00000196,11163911.94863908,23.10386409101516,BTTBCH
61,1557273600,0.00000206,0.00000217,0.00000241,0.00000196,11475891.52189532,24.5288701023618809,BTTBCH
62,1557360000,0.00000217,0.00000219,0.00000233,0.00000214,11003778.81060958,24.8000383924689802,BTTBCH
63,1557446400,0.00000219,0.0000022,0.00000229,0.00000203,10592281.34606063,23.037346445266288,BTTBCH
64,1557532800,0.00000219,0.00000183,0.00000229,0.00000177,10287313.96918012,21.6437581139837726,BTTBCH
65,1557619200,0.00000184,0.00000179,0.0000022,0.00000175,10856523.4427162,20.1139145516809859,BTTBCH
66,1557705600,0.00000179,0.00000204,0.0000026,0.00000178,11670449.02524873,23.2463162679827471,BTTBCH
67,1557792000,0.00000204,0.00000209,0.00000223,0.0000019,11078580.99998202,22.7009039523229391,BTTBCH
68,1557878400,0.00000208,0.00000209,0.00000223,0.00000201,12615134.17446664,26.6630387478923461,BTTBCH
69,1557964800,0.00000209,0.00000201,0.00000259,0.00000175,7713307.77126097,16.4149548249097457,BTTBCH
70,1558051200,0.000002,0.0000026,0.00000271,0.0000019,57143604.05978343,134.9481441605790255,BTTBCH
71,1558137600,0.0000026,0.00000274,0.00000326,0.00000236,84779051.01222822,240.7406661832306268,BTTBCH
72,1558224000,0.00000273,0.00000249,0.00000279,0.00000243,83113442.10677841,215.0649948453580193,BTTBCH
73,1558310400,0.0000025,0.00000286,0.00000294,0.00000239,83291408.12282694,214.6450496293749561,BTTBCH
74,1558396800,0.00000286,0.00000271,0.00000327,0.00000267,86900699.71445271,258.5876033455423812,BTTBCH
75,1558483200,0.00000271,0.00000264,0.00000316,0.00000262,80283860.80389546,224.7208590779319409,BTTBCH
76,1558569600,0.00000264,0.00000303,0.00000313,0.00000263,83776540.96789912,239.9101149505574786,BTTBCH
77,1558656000,0.00000294,0.00000306,0.00000326,0.00000294,85938480.15254931,265.8639808021649529,BTTBCH
78,1558742400,0.00000305,0.00000305,0.00000311,0.00000292,84022800.50662030,255.5458031660418915,BTTBCH
79,1558828800,0.00000305,0.00000331,0.00000348,0.00000305,77806959.75060991,253.0723993781268245,BTTBCH
80,1558915200,0.00000330,0.00000387,0.00000608,0.00000325,94762071.39405161,345.0452798561310563,BTTBCH
81,1559001600,0.00000386,0.00000416,0.00000447,0.00000383,100737048.68724745,410.6455724804842501,BTTBCH
82,1559088000,0.00000415,0.00000355,0.00000416,0.00000355,87323695.28381220,339.3836823265864863,BTTBCH
83,1559174400,0.00000368,0.00000346,0.00000381,0.00000326,97072069.43955141,343.5982198339745661,BTTBCH
84,1559260800,0.00000346,0.00000358,0.00000368,0.00000338,73918157.41684832,257.6947539582141608,BTTBCH
85,1559347200,0.00000358,0.00000393,0.00000407,0.00000350,80137111.98500297,301.6730441944568503,BTTBCH
86,1559433600,0.00000393,0.00000366,0.00000401,0.00000356,62595001.17622528,235.0867351774894738,BTTBCH
87,1559520000,0.00000365,0.00000346,0.00000370,0.00000337,73868890.89431644,263.1341026886692460,BTTBCH
88,1559606400,0.00000346,0.00000339,0.00000357,0.00000337,76006581.78204429,261.6697018553259512,BTTBCH
89,1559692800,0.00000338,0.00000327,0.00000343,0.00000320,64848529.61818340,214.0380764714813900,BTTBCH
90,1559779200,0.00000327,0.00000316,0.00000333,0.00000315,64531259.60640339,210.5254318629406056,BTTBCH
91,1559865600,0.00000316,0.00000329,0.00000349,0.00000316,65960855.48406633,217.0396442812195242,BTTBCH
92,1559952000,0.00000329,0.00000324,0.00000333,0.00000320,56922257.20250000,185.9033226984990000,BTTBCH
93,1560038400,0.00000322,0.00000309,0.00000357,0.00000305,61747698.60150000,197.4356866942310000,BTTBCH
94,1560124800,0.00000309,0.00000313,0.00000317,0.00000307,66764948.18523850,207.3268223568827350,BTTBCH
95,1560211200,0.00000313,0.00000311,0.00000326,0.00000305,55447249.04810000,172.0933245745560000,BTTBCH
96,1560297600,0.00000310,0.00000312,0.00000327,0.00000305,58681611.26590000,182.9992688672380000,BTTBCH
97,1560384000,0.00000313,0.00000321,0.00000335,0.00000311,66079659.79550000,211.7760263004170000,BTTBCH
98,1560470400,0.00000321,0.00000307,0.00000328,0.00000300,60690938.64773516,188.4113121900779497,BTTBCH
99,1560556800,0.00000307,0.00000302,0.00000316,0.00000301,55325872.18210000,168.1961021301110000,BTTBCH
100,1560643200,0.00000302,0.00000326,0.00000327,0.00000301,60323515.53065775,187.4514131606355099,BTTBCH
101,1560729600,0.00000322,0.00000318,0.00000336,0.00000309,60736341.43847137,195.1465866174886239,BTTBCH
102,1560816000,0.00000318,0.00000324,0.00000326,0.00000307,53499361.10461902,169.5616317141245696,BTTBCH
103,1560902400,0.00000324,0.00000331,0.00000339,0.00000315,54987434.48940385,179.4348513571802345,BTTBCH
104,1560988800,0.00000330,0.00000313,0.00000337,0.00000309,58156100.95990000,186.6673856637930000,BTTBCH
105,1561075200,0.00000313,0.00000294,0.00000324,0.00000291,57458117.00462390,175.8385605888877598,BTTBCH
106,1561161600,0.00000293,0.00000287,0.00000307,0.00000268,70631457.80848566,205.2024494806772806,BTTBCH
107,1561248000,0.00000288,0.00000286,0.00000305,0.00000276,57288358.47927451,163.9662723768986456,BTTBCH
108,1561334400,0.00000286,0.00000287,0.00000310,0.00000277,56471098.25142267,162.4575987781840577,BTTBCH
109,1561420800,0.00000285,0.00000268,0.00000294,0.00000267,54329363.05102508,149.8432783642939919,BTTBCH
110,1561507200,0.00000267,0.00000254,0.00000270,0.00000247,66495334.67995651,172.5047373813417167,BTTBCH
111,1561593600,0.00000254,0.00000287,0.00000302,0.00000248,75924879.75418014,205.7423297733476700,BTTBCH
112,1561680000,0.00000289,0.00000281,0.00000293,0.00000273,56726396.72349122,161.2021349174979770,BTTBCH
113,1561766400,0.00000281,0.00000296,0.00000309,0.00000278,59782643.67790642,178.1725094153102160,BTTBCH
114,1561852800,0.00000297,0.00000331,0.00000341,0.00000292,69190908.94302943,219.1204770818930888,BTTBCH
115,1561939200,0.00000332,0.00000342,0.00000371,0.00000324,59393741.60577102,208.1818974199196631,BTTBCH
116,1562025600,0.00000342,0.00000326,0.00000350,0.00000319,61710871.41187387,205.9574138778214319,BTTBCH
117,1562112000,0.00000325,0.00000310,0.00000329,0.00000309,49887545.23442499,157.8927764100032187,BTTBCH
118,1562198400,0.00000311,0.00000319,0.00000329,0.00000292,55741967.60098368,173.4121216394194280,BTTBCH
119,1562284800,0.00000317,0.00000319,0.00000329,0.00000312,56148669.56400000,179.4056534268760000,BTTBCH
120,1562371200,0.00000320,0.00000325,0.00000341,0.00000315,57347834.79797731,187.9171706049011547,BTTBCH
121,1562457600,0.00000324,0.00000353,0.00000364,0.00000322,65236862.37934105,223.2609262316778050,BTTBCH
122,1562544000,0.00000355,0.00000320,0.00000370,0.00000319,62014235.63554808,208.1310687288149912,BTTBCH
123,1562630400,0.00000320,0.00000309,0.00000324,0.00000303,56897247.38703479,176.7762164698392843,BTTBCH
124,1562716800,0.00000309,0.00000303,0.00000323,0.00000297,61207759.22496233,188.2968415648351003,BTTBCH
125,1562803200,0.00000304,0.00000308,0.00000358,0.00000300,57507005.76066828,182.1692203889465891,BTTBCH
126,1562889600,0.00000309,0.00000332,0.00000336,0.00000298,56127765.11270180,181.4582868085036560,BTTBCH
127,1562976000,0.00000332,0.00000331,0.00000344,0.00000320,54899281.61185259,183.2450880885534469,BTTBCH
128,1563062400,0.00000331,0.00000343,0.00000366,0.00000326,58513152.65540000,194.3000077666364298,BTTBCH
129,1563148800,0.00000343,0.00000318,0.00000377,0.00000317,67059515.89539925,223.6364094861385481,BTTBCH
130,1563235200,0.00000319,0.00000301,0.00000333,0.00000294,71926069.29919238,230.3945009958384315,BTTBCH
131,1563321600,0.00000297,0.00000294,0.00000324,0.00000280,141625635.35308901,414.2244261521354944,BTTBCH
